lance,dv,desc,amount,newt,balance,usd,erate,memo,category,subcat,fragment,who
2025-05-10,2025-05-11,BOLT.EUO2505101456,-10.09115810000000006185771895,D,0,-11.38,1.127774,,,,,
2025-05-10,2025-05-11,PRACTICEPORTUGUESE.COM,-14.62242505000000008963390030,D,0,-16.49,1.127774,,,,,
2025-05-11,2025-05-12,Kindle Unltd*NI7RC6G21,-10.63207255000000006517346662,D,0,-11.99,1.127774,,,,,
2025-05-11,2025-05-12,E LECLERC CALDAS DA,-133.8718926500000008206203717,D,0,-150.97,1.127774,,,,,
2025-05-13,2025-05-14,ALDI CALDAS RAINHA,-65.76100920000000040310794702,D,0,-74.16,1.127774,,,,,
2025-05-16,2025-05-18,POSTO BP,-70.98393725000000043512393688,D,0,-80.05,1.127774,,,,,
2025-05-16,2025-05-18,Roots,-95.50243650000000058541971271,D,0,-107.70,1.127774,,,,,
2025-05-17,2025-05-18,PINGO DOCE CALDAS RA,-46.58958230000000028558915233,D,0,-52.54,1.127774,,,,,
2025-05-17,2025-05-18,NETFLIX  INC.,-7.085092550000000043430858909,D,0,-7.99,1.127774,,,,,
2025-05-18,2025-05-19,SPDAD - Sociedade Portugu,-120.2958267000000007374005406,D,0,-135.66,1.127774,,,,,
2025-05-18,2025-05-19,FLYTAP.COM  0014257597,-630.4934299000000038648572342,D,0,-711.02,1.127774,,,,,
2025-05-19,2025-05-20,CE SHOP REAL ESTATE ED,-52.76132750000000032342128975,D,0,-59.50,1.127774,,,,,
2025-05-19,2025-05-20,LIDL AGRADECE,-80.74699970000000049497046462,D,0,-91.06,1.127774,,,,,
2025-05-20,2025-05-21,IATI SEGUROS,-208.6244961500000012788458292,D,0,-235.27,1.127774,,,,,
2025-05-20,2025-05-21,PINGO DOCE CALDAS RA,-68.86461670000000042213272877,D,0,-77.66,1.127774,,,,,
2025-05-21,2025-05-22,SPRINTER MEGACENTROS DEL,-50.03902035000000030673383833,D,0,-56.43,1.127774,,,,,
2025-05-22,2025-05-23,ROBLOX.COM 18888582569,-6.038733450000000037016789634,D,0,-6.81,1.127774,,,,,
2025-05-23,2025-05-23,AUTOMATIC PAYMENT - THANK,4504.930623500000027614742493,P,0,5080.30,1.127774,,,,,
2025-05-23,2025-05-25,ALTA RESTAURANTE,-112.4392660000000006892406645,D,0,-126.80,1.127774,,,,,
2025-05-23,2025-05-25,ROBLOX.COM 18888582569,-6.029866000000000036962433114,D,0,-6.80,1.127774,,,,,
2025-05-26,2025-05-27,LIDL AGRADECE,-92.54070820000000056726463527,D,0,-104.36,1.127774,,,,,
2025-05-26,2025-05-27,ALDI CALDAS RAINHA,-19.54385980000000011980176851,D,0,-22.04,1.127774,,,,,
2025-05-27,2025-05-28,Glovo 27MAY CLMR1BBTS,-28.76600780000000017633254856,D,0,-32.44,1.127774,,,,,
2025-05-27,2025-05-28,Vodafone.pt,-30.26460685000000018551880032,D,0,-34.13,1.127774,,,,,
2025-05-27,2025-05-28,MINIPRECO,-3.910545450000000023971225005,D,0,-4.41,1.127774,,,,,
2025-05-27,2025-05-28,GOFNDME* HELP LAYALI L,-23.05537000000000014132695014,D,0,-26.00,1.127774,,,,,
2025-05-28,2025-05-30,DEPARTMENT OF REAL ESTATE,-310.3607500000000019024781750,D,0,-350.00,1.127774,,,,,
2025-05-30,2025-06-03,AMAZON* 1Q9ON6U75,-57.76256930000000035407836663,D,0,-65.14,1.127774,,,,,
2025-05-31,2025-06-01,Glovo 31MAY CLN85SWQH,-27.31174600000000016741807940,D,0,-30.80,1.127774,,,,,
2025-06-01,2025-06-01,ANNUAL MEMBERSHIP FEE,-82.40689500000000167201363865,D,0,-95.00,1.15293,,,,,
2025-06-01,2025-06-02,HELP.MAX.COM,-8.665735590000000175825434212,D,0,-9.99,1.15293,,,,,
2025-06-02,2025-06-03,E LECLERC CALDAS DA,-167.9539264200000034077397970,D,0,-193.62,1.15293,,,,,
2025-06-03,2025-06-04,Vinted,-26.77790367000000054331643184,D,0,-30.87,1.15293,,,,,
2025-06-05,2025-06-08,PAYPAL *ALIPAY EUR,-16.64619279000000033774675501,D,0,-19.19,1.15293,,,,,
2025-06-06,2025-06-08,PAYPAL *ALIPAYUSINC,-0.8587665900000000174241421291,D,0,-0.99,1.15293,,,,,
2025-06-09,2025-06-10,ROBLOX.COM 18888582569,-5.959319670000000120912986290,D,0,-6.87,1.15293,,,,,
2025-06-09,2025-06-10,OARHEALTH.COM,-47.70925500000000096800789606,D,0,-55.00,1.15293,,,,,
2025-06-10,2025-06-11,BOLT.EUO2506101657,-4.545390840000000092224752279,D,0,-5.24,1.15293,,,,,
2025-06-10,2025-06-11,PRACTICEPORTUGUESE.COM,-14.30410209000000029022636738,D,0,-16.49,1.15293,,,,,
2025-06-11,2025-06-12,Kindle Unltd*NH3J756U0,-10.40061759000000021102572134,D,0,-11.99,1.15293,,,,,
2025-06-12,2025-06-13,PAYPAL *ALIPAY EUR,6.974225640000000141505154261,C,0,8.04,1.15293,,,,,
2025-06-12,2025-06-13,DECATHLON T VEDRAS,-130.2809637900000026433655620,D,0,-150.19,1.15293,,,,,
2025-06-12,2025-06-13,OPENAI *CHATGPT SUBSCR,-18.65865591000000037857908808,D,0,-21.51,1.15293,,,,,
2025-06-15,2025-06-16,IHERB IHERB.COM NAkeO,-31.04571339000000062990913818,D,0,-35.79,1.15293,,,,,
2025-06-15,2025-06-16,Cais do Parque,-65.69998134000000133303487360,D,0,-75.74,1.15293,,,,,
2025-06-16,2025-06-17,TCD.IE STUDENT FINANCE,-55.42080549000000112447317235,D,0,-63.89,1.15293,,,,,
2025-06-16,2025-06-17,SPDAD - Sociedade Portugu,-47.15409276000000095674380418,D,0,-54.36,1.15293,,,,,
2025-06-16,2025-06-17,ROBLOX.COM 18888582569,-24.17558067000000049051600115,D,0,-27.87,1.15293,,,,,
2025-06-17,2025-06-17,KAPOKVILLAS.COM,-1378.415795460000027967684133,D,0,-1589.06,1.15293,,,,,
2025-06-17,2025-06-18,Kindle Svcs*NA3EN7SL1,-30.27369090000000061424501041,D,0,-34.90,1.15293,,,,,
2025-06-17,2025-06-18,NETFLIX.COM,-6.930853590000000140625147083,D,0,-7.99,1.15293,,,,,
2025-06-18,2025-06-19,ITALKI HK LIMITED,-16.59414633000000033669074639,D,0,-19.13,1.15293,,,,,
2025-06-18,2025-06-19,Strava Ireland Limited,-50.22483390000000101904831240,D,0,-57.90,1.15293,,,,,
2025-06-18,2025-06-19,AMAZON MKTPL*NA60H2YD1,-381.4398309300000077393111297,D,0,-439.73,1.15293,,,,,
2025-06-18,2025-06-19,ITALKI HK LIMITED,-11.14661685000000022616184481,D,0,-12.85,1.15293,,,,,
2025-06-21,2025-06-23,FLIXBUS.COM,-13.48870755000000027368223243,D,0,-15.55,1.15293,,,,,
2025-06-22,2025-06-23,PINGO DOCE CALDAS RA,-47.11072071000000095586379700,D,0,-54.31,1.15293,,,,,
2025-06-22,2025-06-23,MCDONALDS PARQUE DAS,-7.859015460000000159457300697,D,0,-9.06,1.15293,,,,,
2025-06-22,2025-06-24,FLIXBUS.COM,-8.995363170000000182513488767,D,0,-10.37,1.15293,,,,,
2025-06-23,2025-06-23,AUTOMATIC PAYMENT - THANK,2629.968344670000053361347270,P,0,3031.87,1.15293,,,,,
2025-06-23,2025-06-24,Vodafone.pt,-30.04815624000000060966897308,D,0,-34.64,1.15293,,,,,
2025-06-23,2025-06-24,TCD.IE STUDENT FINANCE,-500.7303172500000101596828728,D,0,-577.25,1.15293,,,,,
2025-06-24,2025-06-25,AMAZON PRIME*NO9XA4770,-2.593648590000000052624429259,D,0,-2.99,1.15293,,,,,
2025-06-24,2025-06-25,AMAZON MKTPL*NO64C8IE0,-36.03349914000000073110996368,D,0,-41.54,1.15293,,,,,
2025-06-24,2025-06-25,Glovo 24JUN CLWMZGLYB,-28.35664629000000057534869313,D,0,-32.69,1.15293,,,,,
2025-06-24,2025-06-25,Glovo 24JUN CLXB1MY1A,-25.08639372000000050899615189,D,0,-28.92,1.15293,,,,,
2025-06-24,2025-06-25,Amazon.com*NO56S0RQ0,-12.02273226000000024393798981,D,0,-13.86,1.15293,,,,,
2025-06-24,2025-06-26,SP CAPEZIO EU,-85.20005502000000172868610093,D,0,-98.22,1.15293,,,,,
2025-06-25,2025-06-25,ITALKI HK LIMITED,-16.59414633000000033669074639,D,0,-19.13,1.15293,,,,,
2025-06-25,2025-06-26,AMAZON MKTPL*NQ5VU1BO2,-22.19781519000000045038767382,D,0,-25.59,1.15293,,,,,
2025-06-25,2025-06-26,E LECLERC CALDAS DA,-123.0898779000000024974603718,D,0,-141.90,1.15293,,,,,
2025-06-25,2025-06-26,Vodafone.pt,-30.29971413000000061477301472,D,0,-34.93,1.15293,,,,,
2025-06-25,2025-06-27,FLIX,-16.10837937000000032683466600,D,0,-18.57,1.15293,,,,,
2025-06-26,2025-06-27,ORTHOLINTO,-70.83523206000000143722772350,D,0,-81.66,1.15293,,,,,
2025-06-27,2025-06-29,TAP AIRLINE 0470014775400,-116.1503499000000023566592233,D,0,-133.90,1.15293,,,,,
2025-06-28,2025-06-29,SQ *AIRPORT TAXI,-67.40016570000000136753115498,D,0,-77.70,1.15293,,,,,
2025-06-28,2025-06-29,VERSAILLES I-ROTISSE,-5.508250350000000111760911636,D,0,-6.35,1.15293,,,,,
2025-06-28,2025-06-29,COCKPIT BAR,-20.34149145000000041272336659,D,0,-23.45,1.15293,,,,,
2025-06-28,2025-06-29,FNAC AEROPORTO,-15.80477502000000032067461575,D,0,-18.22,1.15293,,,,,
2025-06-29,2025-06-29,AIRALO,-2.515578900000000051040416338,D,0,-2.90,1.15293,,,,,
2025-06-29,2025-06-29,Wells Fargo Ban ...313 W M Livingston EWR ,-262.8346230000000053328435001,D,0,-303.00,1.15293,,,,,
2025-06-29,2025-06-30,LIDL #1527,-182.1365867700000036955021443,D,0,-209.97,1.15293,,,,,
2025-06-29,2025-07-01,BOTTLE KING LIVINGSTON,-17.55700584000000035622690575,D,0,-20.24,1.15293,,,,,
2025-06-30,2025-06-30,ATM Fee Rebate,2.602323000000000052800430694,C,0,3.00,1.15293,,,,,
2025-06-30,2025-07-01,AMERICAN AIR0014464692860,-30.36043500000000061600502477,D,0,-35.00,1.15293,,,,,
2025-06-30,2025-07-01,GoFundMe,-41.60247036000000084410288537,D,0,-47.96,1.15293,,,,,
2025-06-30,2025-07-01,AMERICAN AIR0014464692858,-30.36043500000000061600502477,D,0,-35.00,1.15293,,,,,
2025-06-30,2025-07-01,CVS/PHARMACY #00687,-11.90129052000000024147396971,D,0,-13.72,1.15293,,,,,
2025-06-30,2025-07-01,AMERICAN AIR0014464692857,-30.36043500000000061600502477,D,0,-35.00,1.15293,,,,,
2025-06-30,2025-07-01,AMERICAN AIR0014464692859,-30.36043500000000061600502477,D,0,-35.00,1.15293,,,,,
2025-06-30,2025-07-01,AMERICAN AIR0014464692861,-30.36043500000000061600502477,D,0,-35.00,1.15293,,,,,
2025-06-30,2025-07-02,AMALIE CAR RENTAL,-1099.047747000000022299381897,D,0,-1267.00,1.15293,,,,,
2025-07-01,2025-07-02,HELP.MAX.COM,-8.553008429999999459036885696,D,0,-9.99,1.168078,,,,,
2025-07-01,2025-07-02,MINIPRECO,-19.26353249999999878161460742,D,0,-22.50,1.168078,,,,,
2025-07-01,2025-07-03,COST U LESS,-145.5381284299999907949629829,D,0,-169.99,1.168078,,,,,
2025-07-03,2025-07-03,LYFT   *RIDE TUE 3AM,-126.7283591399999919846486307,D,0,-148.02,1.168078,,,,,
2025-07-03,2025-07-04,ITALKI HK LIMITED,-16.37828340999999896410166400,D,0,-19.13,1.168078,,,,,
2025-07-03,2025-07-06,McDonalds 35100206,-19.97414280999999873666972405,D,0,-23.33,1.168078,,,,,
2025-07-03,2025-07-06,McDonalds 35100206,-1.720875569999999891157571597,D,0,-2.01,1.168078,,,,,
2025-07-07,2025-07-08,PINGO DOCE CALDAS,-71.22370082999999549522307518,D,0,-83.19,1.168078,,,,,
2025-07-07,2025-07-09,AMERICAN AI 0014465347098,-29.96549499999999810473383377,D,0,-35.00,1.168078,,,,,
2025-07-07,2025-07-09,AMERICAN AI 0014465347097,-29.96549499999999810473383377,D,0,-35.00,1.168078,,,,,
2025-07-07,2025-07-09,MIDDWAY SUPERMARKET AND D,-45.38488256999999712948401509,D,0,-53.01,1.168078,,,,,
2025-07-07,2025-07-09,AMERICAN AI 0014465347096,-29.96549499999999810473383377,D,0,-35.00,1.168078,,,,,
2025-07-07,2025-07-09,AMERICAN AI 0014465347095,-29.96549499999999810473383377,D,0,-35.00,1.168078,,,,,
2025-07-08,2025-07-09,SP NEIGHBORSWINESHOP,-10.95024802999999930741559240,D,0,-12.79,1.168078,,,,,
2025-07-09,2025-07-10,ITALKI HK LIMITED,-16.37828340999999896410166400,D,0,-19.13,1.168078,,,,,
2025-07-09,2025-07-10,OARHEALTH.COM,-47.08863499999999702172459592,D,0,-55.00,1.168078,,,,,
2025-07-09,2025-07-10,LUCKY 7 WINE &amp; LIQUOR,-51.10401132999999676775892965,D,0,-59.69,1.168078,,,,,
2025-07-09,2025-07-10,CVS/PHARMACY #00687,-14.37487602999999909081374483,D,0,-16.79,1.168078,,,,,
2025-07-09,2025-07-10,CVS/PHARMACY #00687,-1.823614409999999884659516169,D,0,-2.13,1.168078,,,,,
2025-07-09,2025-07-10,AMAZON MKTPL*NL6UB5IV2,-8.510200579999999461744408791,D,0,-9.94,1.168078,,,,,
2025-07-10,2025-07-11,PRACTICEPORTUGUESE.COM,-14.11802892999999910705888340,D,0,-16.49,1.168078,,,,,
2025-07-10,2025-07-11,JERSEY RESERVE,-3.287642879999999792062226334,D,0,-3.84,1.168078,,,,,
2025-07-10,2025-07-13,EWR AIRP STREAT B17,-1.755121849999999888991553121,D,0,-2.05,1.168078,,,,,
2025-07-10,2025-07-13,EWR VINO VOLO,-37.02879024999999765799252316,D,0,-43.25,1.168078,,,,,
2025-07-10,2025-07-13,AMK TURTLEBACK ZOO F&amp;B,-15.98445118999999898901087647,D,0,-18.67,1.168078,,,,,
2025-07-11,2025-07-13,Kindle Unltd*NR6MX70R2,-10.26532242999999935073596191,D,0,-11.99,1.168078,,,,,
2025-07-13,2025-07-14,GOFNDME* SUPPORT MOHAM,-20.06832007999999873071317325,D,0,-23.44,1.168078,,,,,
2025-07-14,2025-07-15,BOLT.EUO2507140807,-3.484558989999999779607620098,D,0,-4.07,1.168078,,,,,
2025-07-14,2025-07-15,GOFNDME* HELP CYRUS  S,-25.71895627999999837332012476,D,0,-30.04,1.168078,,,,,
2025-07-18,2025-07-20,WWW.DONORSCHOOSE.ORG,-25.68470999999999837548614323,D,0,-30.00,1.168078,,,,,
2025-07-19,2025-07-20,CALCADO GUIMARAES,-19.93989652999999873883574253,D,0,-23.29,1.168078,,,,,
2025-07-19,2025-07-20,PINGO DOCE CALDAS RA,-0.9931421199999999371854642050,D,0,-1.16,1.168078,,,,,
2025-07-20,2025-07-21,PINGO DOCE CALDAS RA,-7.782467129999999507772301399,D,0,-9.09,1.168078,,,,,
2025-07-21,2025-07-21,ITALKI HK LIMITED,-16.37828340999999896410166400,D,0,-19.13,1.168078,,,,,
2025-07-21,2025-07-22,FARMACIA PERDIGAO,-212.6094678099999865528157983,D,0,-248.33,1.168078,,,,,
2025-07-21,2025-07-22,PINGO DOCE CALDAS RA,-91.28345933999999422647775305,D,0,-106.62,1.168078,,,,,
2025-07-22,2025-07-24,IKEA PORTUGAL MOVEIS E DE,-60.20496023999999619213951974,D,0,-70.32,1.168078,,,,,
2025-07-23,2025-07-23,AUTOMATIC PAYMENT - THANK,4149.304969509999737563576971,P,0,4846.43,1.168078,,,,,
2025-07-23,2025-07-24,ITALKI HK LIMITED,-16.37828340999999896410166400,D,0,-19.13,1.168078,,,,,
2025-07-26,2025-07-26,ATM-0193 CTT -R Eng Dua coCaldas Rain ATM 0885,-201.4023726799999872616453445,D,0,-235.24,1.168078,,,,,
2025-07-26,2025-07-27,GoFundMe,-25.17957736999999840743491575,D,0,-29.41,1.168078,,,,,
2025-07-26,2025-07-27,NOTE CALDAS RAINHA,-46.52357137999999705746390077,D,0,-54.34,1.168078,,,,,
2025-07-26,2025-07-27,WORTEN,-90.60709530999999426925661794,D,0,-105.83,1.168078,,,,,
2025-07-31,2025-08-01,ROBLOX.COM 18888582569,-5.933168009999999624737299087,D,0,-6.93,1.168078,,,,,
2025-08-01,2025-08-03,HELP.HBOMAX.COM,-8.571609809999999761709332802,D,0,-9.99,1.165494,,,,,
2025-08-05,2025-08-06,LIDL AGRADECE,-144.6534232099999959786362780,D,0,-168.59,1.165494,,,,,
2025-08-06,2025-08-07,ALDI CALDAS RAINHA,-34.41514208999999904325939326,D,0,-40.11,1.165494,,,,,
2025-08-06,2025-08-07,AMAZON MKTPL*1M5I720P3,-18.89357837999999947475870954,D,0,-22.02,1.165494,,,,,
2025-08-10,2025-08-11,ROBLOX.COM 18888582569,-12.02084618999999966582059585,D,0,-14.01,1.165494,,,,,
2025-08-10,2025-08-11,ITALKI HK LIMITED,-16.41390346999999954369364730,D,0,-19.13,1.165494,,,,,
2025-08-10,2025-08-11,CHUFFED.OR* SAVE NERME,-21.45047499999999940367700901,D,0,-25.00,1.165494,,,,,
2025-08-10,2025-08-11,PRACTICEPORTUGUESE.COM,-14.14873330999999960666535515,D,0,-16.49,1.165494,,,,,
2025-08-11,2025-08-12,Kindle Unltd*W80N22783,-10.28764780999999971400349352,D,0,-11.99,1.165494,,,,,
2025-08-12,2025-08-13,PIMSLEUR/SIMON &amp; SCHUSTE,-17.97549804999999950028133355,D,0,-20.95,1.165494,,,,,
2025-08-13,2025-08-14,CONTINENTE CAL RAINH,-18.51605001999999948525399418,D,0,-21.58,1.165494,,,,,
2025-08-18,2025-08-19,MANGO DE CALDAS,-36.18266122999999899412237880,D,0,-42.17,1.165494,,,,,
2025-08-19,2025-08-20,Vodafone.pt,-60.34447626999999832242416176,D,0,-70.33,1.165494,,,,,
2025-08-20,2025-08-21,ORIVESARIA ANDRE NOGUE,-363.2166030799999899025820582,D,0,-423.32,1.165494,,,,,
2025-08-21,2025-08-21,APPLE.COM/US,-728.9815225899999797343209451,D,0,-849.61,1.165494,,,,,
2025-08-21,2025-08-21,ATM-0045 R Coronel Soei Caldas Rain ATM 0885,-200.3474364999999944303432642,D,0,-233.50,1.165494,,,,,
2025-08-21,2025-08-21,ATM-0045 R Coronel Soei Caldas Rain ATM 0885,-200.3474364999999944303432642,D,0,-233.50,1.165494,,,,,
2025-08-21,2025-08-22,PINGO DOCE CALDA DA,-98.72366613999999725548306628,D,0,-115.06,1.165494,,,,,
2025-08-21,2025-08-22,AEGEAN WEB   89NDG4,-3.003066499999999916514781262,D,0,-3.50,1.165494,,,,,
2025-08-21,2025-08-24,AEGEAN_WEB_,-16.02779491999999955442746113,D,0,-18.68,1.165494,,,,,
2025-08-22,2025-08-22,AUTOMATIC PAYMENT - THANK,3109.623879609999913552487172,P,0,3624.19,1.165494,,,,,
2025-08-22,2025-08-24,MARIA PANO,-49.55059724999999862249389082,D,0,-57.75,1.165494,,,,,
2025-08-23,2025-08-24,APPLE.COM/US,-1593.512886799999955700357646,D,0,-1857.20,1.165494,,,,,
2025-08-25,2025-08-26,YESIM,-8.065378599999999775782555389,D,0,-9.40,1.165494,,,,,
2025-08-25,2025-08-26,FERRYHOPPER SA,-106.8233654999999970303115049,D,0,-124.50,1.165494,,,,,
2025-08-25,2025-08-26,IHERB.COM,-45.22618148999999874271260580,D,0,-52.71,1.165494,,,,,
2025-08-26,2025-08-26,CESME MARINA/IZMIR IZMIR ATHENS,-67.99800574999999810965611857,D,0,-79.25,1.165494,,,,,
2025-08-26,2025-08-27,AEGEAN WEB   89NDG4,-16.10501662999999955228069837,D,0,-18.77,1.165494,,,,,
2025-08-26,2025-08-28,SWEETIES,-18.12136127999999949622633721,D,0,-21.12,1.165494,,,,,
2025-08-27,2025-08-27,EUROBANK GR APLOTARIAS- CHIOS ATHENS,-202.0291537399999943835915417,D,0,-235.46,1.165494,,,,,
2025-08-27,2025-08-28,E LECLERC CALDAS DA,-128.3853829699999964308876343,D,0,-149.63,1.165494,,,,,
2025-08-28,2025-08-29,BOLT.EUO2508282154,-69.30219462999999807339968072,D,0,-80.77,1.165494,,,,,
2025-08-29,2025-08-29,DROPBOX*DSJDWT5F6ZLS,-102.8593177199999971405119936,D,0,-119.88,1.165494,,,,,
2025-08-29,2025-08-29,ATM Fee Rebate,6.838411429999999809892230473,C,0,7.97,1.165494,,,,,
2025-08-29,2025-08-31,OARHEALTH.COM,-47.19104499999999868808941983,D,0,-55.00,1.165494,,,,,
2025-08-30,2025-09-02,RUNKD.IT 0-55EC-4EF1-803D,-101.1947608599999971867866577,D,0,-117.94,1.165494,,,,,
2025-08-31,2025-08-31,STATEMENT CREDIT,868.2723270499999758620379708,C,0,1011.95,1.165494,,,,,
2025-09-01,2025-09-02,HELP.HBOMAX.COM,-8.513597879999999695765922070,D,0,-9.99,1.173437,,,,,
2025-09-03,2025-09-04,FH* BERLENGATUR,-179.3991481199999935891575831,D,0,-210.51,1.173437,,,,,
2025-09-04,2025-09-05,GOOGLE *Wikiloc Trails,-8.513597879999999695765922070,D,0,-9.99,1.173437,,,,,
2025-09-06,2025-09-07,LIDL AGRADECE,-154.5997789199999944753649572,D,0,-181.41,1.173437,,,,,
2025-09-08,2025-09-09,ITALKI HK LIMITED,-7.380155919999999736269558070,D,0,-8.66,1.173437,,,,,
2025-09-09,2025-09-10,GoFundMe,-20.25707923999999927611170847,D,0,-23.77,1.173437,,,,,
2025-09-09,2025-09-10,ORTHOLINTO,-45.12462539999999838746802538,D,0,-52.95,1.173437,,,,,
2025-09-10,2025-09-11,PRACTICEPORTUGUESE.COM,-14.05297587999999949781582131,D,0,-16.49,1.173437,,,,,
2025-09-10,2025-09-11,TP* TENNIS-POINT,-111.2477544799999960245528996,D,0,-130.54,1.173437,,,,,
2025-09-11,2025-09-12,Kindle Unltd*4I2V861T3,-10.21802187999999963485819876,D,0,-11.99,1.173437,,,,,
2025-09-12,2025-09-14,MCDONALDS 2,-9.911225559999999645821588956,D,0,-11.63,1.173437,,,,,
2025-09-14,2025-09-15,OLA DV TEJO,-18.62935431999999933427858423,D,0,-21.86,1.173437,,,,,
2025-09-14,2025-09-15,RNE,-8.709606639999999688761533889,D,0,-10.22,1.173437,,,,,
2025-09-14,2025-09-16,McDonalds 35100136,-21.97854747999999921459490793,D,0,-25.79,1.173437,,,,,
2025-09-15,2025-09-16,BENETTON CALDAS,-29.06042919999999896152331758,D,0,-34.10,1.173437,,,,,
2025-09-16,2025-09-16,Kindle Svcs*OX0UO67B3,-17.64931051999999936930052513,D,0,-20.71,1.173437,,,,,
2025-09-16,2025-09-17,AMAZON* VF7C63VV5,-29.10303979999999896000062449,D,0,-34.15,1.173437,,,,,
2025-09-16,2025-09-17,UBER   * EATS PENDING,-16.61813399999999940614969773,D,0,-19.50,1.173437,,,,,
2025-09-16,2025-09-19,AMAZON* AV5H074F5,-44.86896179999999839660418388,D,0,-52.65,1.173437,,,,,
2025-09-17,2025-09-18,MERCADONA,-23.09494519999999917470034916,D,0,-27.10,1.173437,,,,,
2025-09-18,2025-09-19,MIGUEL MEXIA GAMAS,-7.209713519999999742360330401,D,0,-8.46,1.173437,,,,,
2025-09-21,2025-09-22,GRANDVISION PORTUGAL UNIP,-91.50200243999999673016887414,D,0,-107.37,1.173437,,,,,
2025-09-23,2025-09-23,AUTOMATIC PAYMENT - THANK,2708.883673799999903197832651,P,0,3178.65,1.173437,,,,,
2025-09-23,2025-09-24,Collctiv SW Al,-25.93281115999999907328898985,D,0,-30.43,1.173437,,,,,
2025-09-23,2025-09-25,UBR* PENDING.UBER.COM,-89.30329547999999680873983721,D,0,-104.79,1.173437,,,,,
2025-09-24,2025-09-25,NEW YORK UNIVERSITY,-170.4423999999999939092276691,D,0,-200.00,1.173437,,,,,
2025-09-24,2025-09-25,MINIPRECO,-15.90227591999999943173094152,D,0,-18.66,1.173437,,,,,
2025-09-24,2025-09-25,UBER   *TRIP,-6.042183079999999784082120868,D,0,-7.09,1.173437,,,,,
2025-09-25,2025-09-26,M COUTINHO OESTE,-471.4948111199999831510965009,D,0,-553.26,1.173437,,,,,
2025-09-26,2025-09-28,AB* ABEBOOKS.CO L3QHCG,-54.54156799999999805095285410,D,0,-64.00,1.173437,,,,,
2025-09-26,2025-09-28,PUBLICRECORDS.US,-0.8522119999999999695461383453,D,0,-1.00,1.173437,,,,,
2025-09-27,2025-09-28,MINIPRECO,-9.740783159999999651912361287,D,0,-11.43,1.173437,,,,,
2025-09-28,2025-09-29,TEACHERSPAYTEACHERS.COM,-3.834953999999999862957622554,D,0,-4.50,1.173437,,,,,
2025-09-29,2025-09-30,PUBLICRECORDS.US,-4.261059999999999847730691727,D,0,-5.00,1.173437,,,,,
2025-09-29,2025-09-30,OARHEALTH.COM,-46.87165999999999832503760899,D,0,-55.00,1.173437,,,,,
2025-09-29,2025-09-30,ITCH.IO - GAME STORE,-4.261059999999999847730691727,D,0,-5.00,1.173437,,,,,
2025-09-30,2025-10-01,BBT AND POST:BALLET,-85.22119999999999695461383453,D,0,-100.00,1.173437,,,,,
2025-10-01,2025-10-02,ORTHOLINTO,-146.4973450199999998400102186,D,0,-170.58,1.164413,,,,,
2025-10-01,2025-10-02,HELP.HBOMAX.COM,-8.579601809999999990630215052,D,0,-9.99,1.164413,,,,,
2025-10-02,2025-10-03,MINIPRECO,-9.335362529999999989804848610,D,0,-10.87,1.164413,,,,,
2025-10-02,2025-10-03,TICKETLINE SA,-27.15585677999999997034308308,D,0,-31.62,1.164413,,,,,
2025-10-02,2025-10-03,TAP AIR     0000016006572,-405.5600963699999995570877331,D,0,-472.23,1.164413,,,,,
2025-10-04,2025-10-07,AMAZON* 6S2QC27V5,-63.09743192999999993109128127,D,0,-73.47,1.164413,,,,,
2025-10-05,2025-10-05,TEACHERSPAYTEACHERS.COM,-3.435275999999999996248334355,D,0,-4.00,1.164413,,,,,
2025-10-05,2025-10-06,PINGO DOCE CALDAS RA,-27.64538360999999996980847072,D,0,-32.19,1.164413,,,,,
2025-10-06,2025-10-07,ALDI CALDAS RAINHA,-41.17178285999999995503628725,D,0,-47.94,1.164413,,,,,
2025-10-06,2025-10-07,LIDL AGRADECE,-144.2128864799999998425050762,D,0,-167.92,1.164413,,,,,
2025-10-06,2025-10-07,E LECLERC CALDAS DA,-94.84797035999999989641651155,D,0,-110.44,1.164413,,,,,
2025-10-07,2025-10-08,Glovo 07OCT CL1TX1J7A,-26.35715510999999997121534534,D,0,-30.69,1.164413,,,,,
2025-10-08,2025-10-09,404 MEDIA,-85.88189999999999990620835888,D,0,-100.00,1.164413,,,,,
2025-10-08,2025-10-09,SL.NORD* VPNCOM,-128.7197917199999998594250883,D,0,-149.88,1.164413,,,,,
2025-10-10,2025-10-12,PRACTICEPORTUGUESE.COM,-14.16192530999999998453375838,D,0,-16.49,1.164413,,,,,
2025-10-10,2025-10-12,MCDONALDS 2,-13.45769372999999998530284984,D,0,-15.67,1.164413,,,,,
2025-10-11,2025-10-12,Kindle Unltd*NF83Y3SE1,-10.29723980999999998875438223,D,0,-11.99,1.164413,,,,,
2025-10-11,2025-10-14,AMAZON* 5684H55E5,-107.4811978499999998826197611,D,0,-125.15,1.164413,,,,,
2025-10-12,2025-10-13,LEROY MERLIN PT,-14.78886317999999998384907940,D,0,-17.22,1.164413,,,,,
2025-10-12,2025-10-13,LEROY MERLIN PT,-30.96042494999999996618811338,D,0,-36.05,1.164413,,,,,
2025-10-12,2025-10-13,PINGO DOCE CALDAS RA,-42.50295230999999995358251681,D,0,-49.49,1.164413,,,,,
